,movie,genre,age_limit,language,movie_link,showtime,date,cinema,place,rating,cinema_place,latitude,longitude
121,The Father,Drama,14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/TheFather/,18:30,2021-09-24,Houdini,Zürich,4.1,Houdini Zürich,47.3746074,8.5203069
122,Tiger und Büffel,Documentary,12Y.,O/g,https://www.cineman.ch/en/movie/2021/TigerUndBueffel/,18:30,2021-09-24,Houdini,Zürich,5.0,Houdini Zürich,47.3746074,8.5203069
123,Candyman,Horror,16Y.,G,https://www.cineman.ch/en/movie/2020/Candyman/,18:40,2021-09-24,Arena Cinemas,Zürich,4.0,Arena Cinemas Zürich,47.3584599,8.5229214
124,Nomadland,Drama,12/6Y.,E/gf,https://www.cineman.ch/en/movie/2020/Nomadland/,18:40,2021-09-24,Riffraff,Zürich,3.9,Riffraff Zürich,47.3827835,8.5290454
125,Noura rêve,,O/e,O/e,https://www.cineman.ch/en/showtimes/cinema/kosmos-zurich/1217/,18:45,2021-09-24,Kosmos,Zürich,,Kosmos Zürich,47.3799807,8.5290807
126,Sabaya,,none,O/ge,https://www.cineman.ch/en/showtimes/cinema/filmpodium-zurich/421/,18:45,2021-09-24,Filmpodium,Zürich,,Filmpodium Zürich,47.3715739,8.536824700000002
127,She Had a Dream,,none,F/e,https://www.cineman.ch/en/showtimes/cinema/blue-cinema-corso-zurich/344/,18:45,2021-09-24,blue Cinema Corso,Zürich,,blue Cinema Corso Zürich,47.3663426,8.546733999999999
128,Tina,,none,E/g,https://www.cineman.ch/en/movie/2021/Tina/,18:45,2021-09-24,Arena Cinemas,Zürich,not available,Arena Cinemas Zürich,47.3584599,8.5229214
129,Notturno,Documentary,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/Notturno/,18:50,2021-09-24,Riffraff,Zürich,not available,Riffraff Zürich,47.3827835,8.5290454
130,The Organ Donor,Horror,18Y.,E/gf,https://www.cineman.ch/en/movie/2020/SawIX/,19:00,2021-09-24,Stüssihof,Zürich,2.5,Stüssihof Zürich,47.3723239,8.5437701
131,The Lost Leonardo,,none,E,https://www.cineman.ch/en/showtimes/cinema/blue-cinema-corso-zurich/344/,19:00,2021-09-24,blue Cinema Corso,Zürich,,blue Cinema Corso Zürich,47.3663426,8.546733999999999
132,Time (2021),,O/e,O/e,https://www.cineman.ch/en/showtimes/cinema/kosmos-zurich/1217/,19:00,2021-09-24,Kosmos,Zürich,,Kosmos Zürich,47.3799807,8.5290807
133,Bekenntnisse des Hochstaplers Felix Krull,Drama,12Y.,G,https://www.cineman.ch/en/movie/2020/BekenntnisseDesHochstaplersFelixKrull/,20:00,2021-09-24,blue Cinema Capitol,Zürich,4.0,blue Cinema Capitol Zürich,47.3778376,8.5441343
134,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,https://www.cineman.ch/en/movie/2020/Dune/,20:00,2021-09-24,blue Cinema Abaton,Zürich,4.3,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
135,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,https://www.cineman.ch/en/movie/2020/Dune/,20:30,2021-09-24,blue Cinema Abaton,Zürich,4.3,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
136,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,https://www.cineman.ch/en/movie/2020/Dune/,20:30,2021-09-24,blue Cinema Abaton,Zürich,4.3,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
137,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:30,2021-09-24,blue Cinema Abaton,Zürich,4.3,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
138,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:00,2021-09-24,blue Cinema Capitol,Zürich,4.3,blue Cinema Capitol Zürich,47.3778376,8.5441343
139,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:00,2021-09-24,blue Cinema Metropol,Zürich,4.3,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
140,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:00,2021-09-24,Arena Cinemas,Zürich,4.3,Arena Cinemas Zürich,47.3584599,8.5229214
141,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,https://www.cineman.ch/en/movie/2020/Dune/,20:10,2021-09-24,Arena Cinemas,Zürich,4.3,Arena Cinemas Zürich,47.3584599,8.5229214
142,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,https://www.cineman.ch/en/movie/2020/Dune/,20:15,2021-09-24,Arena Cinemas,Zürich,4.3,Arena Cinemas Zürich,47.3584599,8.5229214
143,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:20,2021-09-24,Kosmos,Zürich,4.3,Kosmos Zürich,47.3799807,8.5290807
144,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/Dune/,20:30,2021-09-24,Houdini,Zürich,4.3,Houdini Zürich,47.3746074,8.5203069
145,Fabian oder der Gang vor die Hunde,,14/12Y.,G,https://www.cineman.ch/en/movie/2021/FabianoderderGangvordieHunde/,20:00,2021-09-24,Houdini,Zürich,5.0,Houdini Zürich,47.3746074,8.5203069
146,Generation Beziehungsunfähig,Comedy,12Y.,G,https://www.cineman.ch/en/movie/2021/GenerationBeziehungsunfaehig/,20:00,2021-09-24,blue Cinema Capitol,Zürich,2.3,blue Cinema Capitol Zürich,47.3778376,8.5441343
147,Persepolis,"Animation, Drama",none,F/g,https://www.cineman.ch/en/movie/2007/Persepolis/,20:00,2021-09-24,Xenix,Zürich,4.4,Xenix Zürich,47.37528529999999,8.5261529
148,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,G,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:10,2021-09-24,Arena Cinemas,Zürich,4.1,Arena Cinemas Zürich,47.3584599,8.5229214
149,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:20,2021-09-24,Arena Cinemas,Zürich,4.1,Arena Cinemas Zürich,47.3584599,8.5229214
150,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,G,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:30,2021-09-24,blue Cinema Abaton,Zürich,4.1,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
151,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:45,2021-09-24,blue Cinema Abaton,Zürich,4.1,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
152,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,https://www.cineman.ch/en/movie/2021/ShangChiAndTheLegendOfTheTenRings/,20:30,2021-09-24,blue Cinema Capitol,Zürich,4.1,blue Cinema Capitol Zürich,47.3778376,8.5441343
153,After We Fell,Romance,14Y.,G,https://www.cineman.ch/en/movie/2021/AfterWeFell/,20:15,2021-09-24,blue Cinema Abaton,Zürich,3.2,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
154,After We Fell,Romance,14Y.,G,https://www.cineman.ch/en/movie/2021/AfterWeFell/,20:50,2021-09-24,Arena Cinemas,Zürich,3.2,Arena Cinemas Zürich,47.3584599,8.5229214
155,Monte Verità,Drama,14Y.,G,https://www.cineman.ch/en/movie/2021/MonteVerita/,20:20,2021-09-24,Arthouse Movie,Zürich,3.7,Arthouse Movie Zürich,47.3707036,8.5437007
156,A Sexplanation,,none,E,https://www.cineman.ch/en/showtimes/cinema/arthouse-piccadilly-zurich/353/,20:30,2021-09-24,Arthouse Piccadilly,Zürich,,Arthouse Piccadilly Zürich,47.365993,8.5489046
157,Candyman,Horror,16Y.,E/gf,https://www.cineman.ch/en/movie/2020/Candyman/,20:30,2021-09-24,blue Cinema Capitol,Zürich,4.0,blue Cinema Capitol Zürich,47.3778376,8.5441343
158,Fast & Furious 9,"Action, Adventure, Crime, Thriller",16/12Y.,G,https://www.cineman.ch/en/movie/2019/FastandFurious9/,20:30,2021-09-24,blue Cinema Abaton,Zürich,3.5,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
159,French Exit,Drama,14Y.,E/gf,https://www.cineman.ch/en/movie/2020/FrenchExit/,20:30,2021-09-24,Arthouse Piccadilly,Zürich,3.0,Arthouse Piccadilly Zürich,47.365993,8.5489046
160,The Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/TheHitmansWifesBodyguard/,20:30,2021-09-24,blue Cinema Abaton,Zürich,3.5,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
161,The Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",16Y.,E/gf,https://www.cineman.ch/en/movie/2020/TheHitmansWifesBodyguard/,20:30,2021-09-24,blue Cinema Capitol,Zürich,3.5,blue Cinema Capitol Zürich,47.3778376,8.5441343
162,The Hitman's Wife's Bodyguard,"Action, Comedy, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/TheHitmansWifesBodyguard/,20:30,2021-09-24,Arena Cinemas,Zürich,3.5,Arena Cinemas Zürich,47.3584599,8.5229214
163,La Nuit des rois,Drama,16Y.,O/gf,https://www.cineman.ch/en/movie/2021/LaNuitDesRois/,20:30,2021-09-24,Riffraff,Zürich,3.0,Riffraff Zürich,47.3827835,8.5290454
164,OSS 117 : Alerte rouge en Afrique noire,"Action, Adventure, Comedy",12/10Y.,F,https://www.cineman.ch/en/movie/2021/OSS117AlerteRougeEnAfriqueNoire/,20:30,2021-09-24,Arthouse Uto,Zürich,3.2,Arthouse Uto Zürich,47.3741858,8.5213039
165,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/RidersofJustice/,20:30,2021-09-24,Arthouse Alba,Zürich,3.5,Arthouse Alba Zürich,47.3761085,8.544658199999999
166,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,O/gf,https://www.cineman.ch/en/movie/2020/RidersofJustice/,20:30,2021-09-24,Riffraff,Zürich,3.5,Riffraff Zürich,47.3827835,8.5290454
167,Prisoner 760,Drama,16Y.,G,https://www.cineman.ch/en/movie/2021/Prisoner760/,20:35,2021-09-24,Arena Cinemas,Zürich,4.5,Arena Cinemas Zürich,47.3584599,8.5229214
168,The Suicide Squad,"Action, Adventure, Fantasy",16Y.,G,https://www.cineman.ch/en/movie/2021/TheSuicideSquat/,20:35,2021-09-24,Arena Cinemas,Zürich,3.6,Arena Cinemas Zürich,47.3584599,8.5229214
169,Billie,"Documentary, Music",16/10Y.,E/g,https://www.cineman.ch/en/movie/2019/Billie/,20:40,2021-09-24,Houdini,Zürich,4.8,Houdini Zürich,47.3746074,8.5203069
170,Schachnovelle,Drama,12Y.,G,https://www.cineman.ch/en/movie/2021/Schachnovelle/,20:40,2021-09-24,Arthouse Movie,Zürich,not available,Arthouse Movie Zürich,47.3707036,8.5437007
171,Schachnovelle,Drama,12Y.,G,https://www.cineman.ch/en/movie/2021/Schachnovelle/,20:45,2021-09-24,blue Cinema Abaton,Zürich,not available,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
172,The Conjuring 3,Horror,16Y.,G,https://www.cineman.ch/en/movie/2020/TheConjuring3/,20:40,2021-09-24,Arena Cinemas,Zürich,3.8,Arena Cinemas Zürich,47.3584599,8.5229214
173,The Father,Drama,14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/TheFather/,20:40,2021-09-24,Houdini,Zürich,4.1,Houdini Zürich,47.3746074,8.5203069
174,A Chiara,,O,O,https://www.cineman.ch/en/showtimes/cinema/kosmos-zurich/1217/,20:45,2021-09-24,Kosmos,Zürich,,Kosmos Zürich,47.3799807,8.5290807
175,Escape Room 2: no way out,"Horror, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/EscapeRoom2/,20:45,2021-09-24,blue Cinema Abaton,Zürich,3.6,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
176,Escape Room 2: no way out,"Horror, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/EscapeRoom2/,20:50,2021-09-24,Arena Cinemas,Zürich,3.6,Arena Cinemas Zürich,47.3584599,8.5229214
177,Free Guy,"Action, Adventure, Comedy, Sci-fi",14/12Y.,E/gf,https://www.cineman.ch/en/movie/2020/FreeGuy/,20:45,2021-09-24,blue Cinema Abaton,Zürich,3.7,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
178,Illusions perdues,"Drama, History",none,F/ge,https://www.cineman.ch/en/movie/2021/IllusionsPerdues/,20:45,2021-09-24,Arthouse Le Paris,Zürich,not available,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
179,Nothing to laugh about,,none,O/g,https://www.cineman.ch/en/showtimes/cinema/blue-cinema-corso-zurich/344/,20:45,2021-09-24,blue Cinema Corso,Zürich,,blue Cinema Corso Zürich,47.3663426,8.546733999999999
180,The Last Duel,Drama,16Y.,E/gf,https://www.cineman.ch/en/movie/2020/TheLastDuel/,20:45,2021-09-24,Arena Cinemas,Zürich,not available,Arena Cinemas Zürich,47.3584599,8.5229214
181,Cash Truck,"Action, Crime",16Y.,G,https://www.cineman.ch/en/movie/2020/WrathOfMan/,20:50,2021-09-24,Arena Cinemas,Zürich,3.7,Arena Cinemas Zürich,47.3584599,8.5229214
182,The Forever Purge,"Action, Horror, Sci-fi, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2020/TheForeverPurge/,20:50,2021-09-24,Arena Cinemas,Zürich,3.1,Arena Cinemas Zürich,47.3584599,8.5229214
183,Dachra,,none,O,https://www.cineman.ch/en/showtimes/cinema/filmpodium-zurich/421/,21:00,2021-09-24,Filmpodium,Zürich,,Filmpodium Zürich,47.3715739,8.536824700000002
184,Don't Breathe 2,"Horror, Thriller",16Y.,G,https://www.cineman.ch/en/movie/2021/DontBreathe2/,21:00,2021-09-24,Arena Cinemas,Zürich,2.4,Arena Cinemas Zürich,47.3584599,8.5229214
185,Everything Will Change,,E/g,E/g,https://www.cineman.ch/en/showtimes/cinema/kosmos-zurich/1217/,21:00,2021-09-24,Kosmos,Zürich,,Kosmos Zürich,47.3799807,8.5290807
186,Heitere Fahne,Documentary,none,CH/e,https://www.cineman.ch/en/movie/2021/HeitereFahne/,21:00,2021-09-24,Riffraff,Zürich,not available,Riffraff Zürich,47.3827835,8.5290454
187,Noche de fuego,,none,O,https://www.cineman.ch/en/showtimes/cinema/blue-cinema-corso-zurich/344/,21:00,2021-09-24,blue Cinema Corso,Zürich,,blue Cinema Corso Zürich,47.3663426,8.546733999999999
188,Nomadland,Drama,12/6Y.,E/gf,https://www.cineman.ch/en/movie/2020/Nomadland/,21:00,2021-09-24,Riffraff,Zürich,3.9,Riffraff Zürich,47.3827835,8.5290454
189,One Second,,none,O/e,https://www.cineman.ch/en/showtimes/cinema/arena-cinemas-zurich/779/,21:00,2021-09-24,Arena Cinemas,Zürich,,Arena Cinemas Zürich,47.3584599,8.5229214
190,"Quo Vadis, Aida?","Drama, War",14/12Y.,O/gf,https://www.cineman.ch/en/movie/2020/QuoVadisAida/,21:00,2021-09-24,Houdini,Zürich,4.2,Houdini Zürich,47.3746074,8.5203069
191,Schachnovelle,Drama,12Y.,G,https://www.cineman.ch/en/movie/2021/Schachnovelle/,21:00,2021-09-24,Kosmos,Zürich,not available,Kosmos Zürich,47.3799807,8.5290807
192,The Organ Donor,Horror,18Y.,G,https://www.cineman.ch/en/movie/2020/SawIX/,21:00,2021-09-24,Arena Cinemas,Zürich,2.5,Arena Cinemas Zürich,47.3584599,8.5229214
193,Dough (2021),,O/e,O/e,https://www.cineman.ch/en/showtimes/cinema/kosmos-zurich/1217/,21:15,2021-09-24,Kosmos,Zürich,,Kosmos Zürich,47.3799807,8.5290807
194,Dýrið,"Drama, Horror, Mystery",none,O/ge,https://www.cineman.ch/en/movie/2021/Dyrio/,21:15,2021-09-24,blue Cinema Corso,Zürich,not available,blue Cinema Corso Zürich,47.3663426,8.546733999999999
195,All Eyes Off Me,,none,O/e,https://www.cineman.ch/en/showtimes/cinema/arena-cinemas-zurich/779/,21:30,2021-09-24,Arena Cinemas,Zürich,,Arena Cinemas Zürich,47.3584599,8.5229214
196,La Roya / The Rust,,O,O,https://www.cineman.ch/en/showtimes/cinema/kosmos-zurich/1217/,21:30,2021-09-24,Kosmos,Zürich,,Kosmos Zürich,47.3799807,8.5290807
197,Un divan à Tunis,"Comedy, Drama",14/10Y.,F/g,https://www.cineman.ch/en/movie/2019/UnDivanATunis/,21:30,2021-09-24,blue Cinema Corso,Zürich,4.0,blue Cinema Corso Zürich,47.3663426,8.546733999999999
198,Fritz the Cat,,none,O/e,https://www.cineman.ch/en/showtimes/cinema/xenix-zurich/343/,22:00,2021-09-24,Xenix,Zürich,,Xenix Zürich,47.37528529999999,8.5261529
199,Qismat 2,,none,O/e,https://www.cineman.ch/en/showtimes/cinema/riffraff-zurich/351/,22:30,2021-09-24,Riffraff,Zürich,,Riffraff Zürich,47.3827835,8.5290454
200,Toma,"Drama, Music, History",16/14Y.,O/g,https://www.cineman.ch/en/movie/2021/Toma/,22:50,2021-09-24,Riffraff,Zürich,not available,Riffraff Zürich,47.3827835,8.5290454
201,Nuevo orden,Drama,16Y.,S/pgf,https://www.cineman.ch/en/movie/2020/NuevoOrden/,23:10,2021-09-24,Riffraff,Zürich,2.8,Riffraff Zürich,47.3827835,8.5290454
202,Mandibules,"Comedy, Fantasy",16Y.,F/g,https://www.cineman.ch/en/movie/2020/Mandibules/,23:20,2021-09-24,Riffraff,Zürich,3.1,Riffraff Zürich,47.3827835,8.5290454
