,movie,genre,age_limit,language,showtime,date,cinema,place,dt_showtime,cinema_place,latitude,longitude
143,Stürm: Bis wir tot sind oder frei,"Crime, Drama",14Y.,G,20:30,2021-11-28,ABC,Bülach,2021-11-28 20:30:00,ABC Bülach,47.5205284,8.541034999999999
144,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,20:15,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 20:15:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
145,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,20:30,2021-11-28,Kosmos,Zürich,2021-11-28 20:30:00,Kosmos Zürich,47.3799807,8.5290807
146,The French Dispatch,"Comedy, Drama, Romance",14/12Y.,E/gf,20:40,2021-11-28,Arthouse Piccadilly,Zürich,2021-11-28 20:40:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
147,Boîte noire,"Drama, Thriller",16Y.,G,20:25,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:25:00,Arena Cinemas Zürich,47.3584227,8.5226872
148,Und morgen seid ihr tot,Drama,14/12Y.,O/gf,20:35,2021-11-28,Arthouse Alba,Zürich,2021-11-28 20:35:00,Arthouse Alba Zürich,47.3761275,8.5446618
149,Und morgen seid ihr tot,Drama,14/12Y.,CH/g,20:50,2021-11-28,Kosmos,Zürich,2021-11-28 20:50:00,Kosmos Zürich,47.3799807,8.5290807
150,Grosse Freiheit,Drama,16Y.,G/e,20:40,2021-11-28,Arthouse Uto,Zürich,2021-11-28 20:40:00,Arthouse Uto Zürich,47.3741858,8.5213039
151,Servants,Drama,16Y.,O/gf,20:40,2021-11-28,Riffraff,Zürich,2021-11-28 20:40:00,Riffraff Zürich,47.3827835,8.5290454
152,The Power of the Dog,"Drama, Romance, Western",16Y.,E/g,20:40,2021-11-28,Kosmos,Zürich,2021-11-28 20:40:00,Kosmos Zürich,47.3799807,8.5290807
153,Le discours,Comedy,16/12Y.,F/g,20:45,2021-11-28,Arthouse Movie,Zürich,2021-11-28 20:45:00,Arthouse Movie Zürich,47.3707036,8.5437007
154,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,20:45,2021-11-28,blue Cinema Abaton,Zürich,2021-11-28 20:45:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
155,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,20:55,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
156,The Whaler Boy,"Adventure, Drama",16Y.,O/gf,20:50,2021-11-28,Houdini,Zürich,2021-11-28 20:50:00,Houdini Zürich,47.3746073,8.5203069
157,Ghostbusters: Afterlife,"Action, Comedy, Fantasy",12/10Y.,G,20:55,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
158,Hannes,Drama,16/12Y.,G,20:55,2021-11-28,Arena Cinemas,Zürich,2021-11-28 20:55:00,Arena Cinemas Zürich,47.3584227,8.5226872
159,Contra,Comedy,12Y.,G,21:00,2021-11-28,Arthouse Piccadilly,Zürich,2021-11-28 21:00:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
160,Contra,Comedy,12Y.,G,21:00,2021-11-28,blue Cinema Capitol,Zürich,2021-11-28 21:00:00,blue Cinema Capitol Zürich,47.3778503,8.544171799999999
161,Eiffel,"Drama, History",12/10Y.,G,21:00,2021-11-28,Arena Cinemas,Zürich,2021-11-28 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
162,Escape Room 2: no way out,"Horror, Thriller",16Y.,G,21:00,2021-11-28,Arena Cinemas,Zürich,2021-11-28 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
163,Ghostbusters: Afterlife,"Action, Comedy, Fantasy",12/10Y.,G,21:00,2021-11-28,Arena Cinemas,Zürich,2021-11-28 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
164,Halloween Kills,"Action, Horror, Thriller",18/16Y.,G,21:00,2021-11-28,Arena Cinemas,Zürich,2021-11-28 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
165,Hive,Drama,12Y.,O/ge,21:00,2021-11-28,Riffraff,Zürich,2021-11-28 21:00:00,Riffraff Zürich,47.3827835,8.5290454
166,Off Beat,Drama,unknown,CH/g,21:00,2021-11-28,Xenix,Zürich,2021-11-28 21:00:00,Xenix Zürich,47.37528529999999,8.5261529
167,Resident Evil: Welcome to Raccoon City,"Action, Horror, Mystery, Sci-fi",16Y.,G,21:00,2021-11-28,Arena Cinemas,Zürich,2021-11-28 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
168,The Father,Drama,14/12Y.,E/gf,21:00,2021-11-28,Houdini,Zürich,2021-11-28 21:00:00,Houdini Zürich,47.3746073,8.5203069
169,The Power of the Dog,"Drama, Romance, Western",16Y.,E/g,21:00,2021-11-28,blue Cinema Corso,Zürich,2021-11-28 21:00:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
170,Tove,Drama,12Y.,O/gf,21:00,2021-11-28,Riffraff,Zürich,2021-11-28 21:00:00,Riffraff Zürich,47.3827835,8.5290454
171,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,21:00,2021-11-28,Arena Cinemas,Zürich,2021-11-28 21:00:00,Arena Cinemas Zürich,47.3584227,8.5226872
