,adult,id,original_title,popularity,video,tagline,overview,genres_string
10,False,587807,Tom & Jerry,287.255,False,Best of enemies. Worst of friends.,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",Comedy Family Animation
11,False,706530,Glassboy,6.723,False,,Pino Gambassi is a child suffering from haemophilia and is animated by an unbridled desire for freedom and boundless courage: he decides to start his adventure in the world and to show everyone that he can live his life like a normal kid.,Drama Adventure
12,False,482321,Ron's Gone Wrong,349.507,False,Best Friend Forever* (*battery life may vary),"In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",Animation Science Fiction Family Comedy
13,False,459151,The Boss Baby: Family Business,914.182,False,Playtime is over.,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,Animation Comedy Adventure Family
14,False,664698,Contra,6.987,False,,"With his uncouth manner, Professor Pohl doesn’t enjoy the best reputation at the university where he works. To make matters worse, he makes a racist remark when student Naima arrives late for his lecture. Unfortunately for him, a video of his verbal outburst spreads like wildfire on the Internet, and the university’s president, Lambrecht, is called to deal with the incident. But Pohl is not dismissed. Instead, he is put to the task of helping Naima prepare for an important debating competition. The lecturer and the student could not be more different, yet they are thrown together to work as a team.",
15,False,379686,Space Jam: A New Legacy,649.611,False,Welcome to the Jam!,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",Animation Comedy Family Science Fiction
16,False,566525,Shang-Chi and the Legend of the Ten Rings,1158.567,False,You can't outrun your destiny.,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,Action Adventure Fantasy
17,False,846862,Monte Verità,0.912,False,The Ecstasy of Freedom,"Hanna Leitner, wants to escape the bourgeois corset and her husband Anton, who sexually harasses her. She goes into therapy with Otto Gross and follows him to Monte Verità, where she discovers the fascination of photography.",History Drama
18,False,783459,Nachbarn,0.657,False,,"With a fine sense of humor and satire, the film tells of a childhood, which, between dictatorship and dark drama, also has its light moments. How much friendship, love and solidarity are possible in times of repression and despotism?",Drama
19,False,871530,"Es ist nur eine Phase, Hase",3.217,False,,"The successful writer Paul and the sought-after voice actress Emilia were always considered to be the absolute dream couple by friends: Harmonious, happy, successful, with three charming children named Bo, Marie and Fe. But now, in their late 40s, their relationship is threatened by a crisis.",Comedy
20,False,700066,"Chien pourri, la vie à Paris",1.4,False,,,Animation
21,False,642208,Supernova,36.597,False,,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.  As the trip progresses, however, their ideas for the future clash, secrets come out, and their love for each other is tested as never before. Ultimately, they must confront the question of what it means to love one another in the face of Tusker’s illness.",Drama Romance
22,False,324284,Lamb,46.439,False,Innocence walks a fine line.,"Lamb, based on the novel by Bonnie Nadzam, traces the self-discovery of David Lamb in the weeks following the disintegration of his marriage and the death of his father. Hoping to regain some faith in his own goodness, he turns his attention to Tommie, an awkward and unpopular eleven-year-old girl. Lamb is convinced that he can help her avoid a destiny of apathy and emptiness, and takes Tommie for a road trip from Chicago to the Rockies, planning to initiate her into the beauty of the mountain wilderness. The journey shakes them in ways neither expects.",Drama
23,False,581734,Nomadland,36.335,False,See you down the road.,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",Drama
24,False,795812,Herr Bachmann und seine Klasse,1.4,False,,Mr. Bachmann And His Class explores the close bond between an elementary school teacher and his students. His unconventional methods clash with the complex social and cultural realities of the provincial German industrial town they live in.,Documentary
25,False,600354,The Father,38.696,False,,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Drama
26,False,788238,Burning Memories,0.655,False,,,Documentary
27,False,617653,The Last Duel,138.108,False,The true story of a woman who defied a nation and made history.,King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,Drama History War Thriller
28,False,748787,Schachnovelle,2.377,False,He turned resistance into a game,"1938. While the Nazi troops march into Vienna, the lawyer Josef Bartok hastily tries to escape to the USA with his wife but is arrested by the Gestapo. Bartok remains steadfast and refuses to cooperate with the Gestapo that requires confidential information from him. Thrown into solitary confinement, Bartok is psychologically tormented for months and begins to weaken. However, when he steals an old book about chess it sets him on course to overcome the mental suffering inflicted upon him, until it becomes a dangerous obsession.",Drama
29,False,2030,Bekenntnisse des Hochstaplers Felix Krull,1.85,False,,Thomas Mann's witty and intimate story of a irresistible scoundrel.,Comedy Drama
30,False,29515,The Mack,4.908,False,There's a new kind of hero on the streets!,Goldie returns from five years at the state pen and winds up king of the pimping game. Trouble comes in the form of two corrupt white cops and a crime lord who wants him to return to the small time.,Drama
31,False,749274,Cry Macho,102.589,False,A story of being lost... and found.,"Mike Milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from Mexico.",Western Drama
32,False,744275,After We Fell,1035.901,False,,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",Romance Drama
33,False,610253,Halloween Kills,2223.218,False,Evil dies tonight.,"Minutes after Laurie Strode, her daughter Karen and granddaughter Allyson left masked monster Michael Myers caged and burning in Laurie's basement, Laurie is rushed to the hospital with life-threatening injuries, believing she finally killed her lifelong tormentor. But when Michael manages to free himself from Laurie's trap, his ritual bloodbath resumes. As Laurie fights her pain and prepares to defend herself against him, she inspires all of Haddonfield to rise up against their unstoppable monster. The Strode women join a group of other survivors of Michael's first rampage who decide to take matters into their own hands, forming a vigilante mob that sets out to hunt Michael down, once and for all.",Horror Thriller
34,False,7514,The Harder They Come,4.126,False,With a Piece in His Hand He Takes on the Man!,"Ivanhoe Martin arrives in Kingston, Jamaica, looking for work and, after some initial struggles, lands a recording contract as a reggae singer. He records his first song, ""The Harder They Come,"" but after a bitter dispute with a manipulative producer named Hilton, soon finds himself resorting to petty crime in order to pay the bills. He deals marijuana, kills some abusive cops and earns local folk hero status. Meanwhile, his record is topping the charts.",Crime Drama Music
35,False,646207,The Ice Road,92.947,False,This mission is on thin ice.,"After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",Action Adventure Drama Thriller
36,False,630240,Titane,101.794,False,,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",Drama Thriller Horror
37,False,521241,Style Wars 2,0.84,False,,"A documentary slash mockumentary about and directed by two graffiti artists from Slovenia, travelling to New York, then Switzerland, and finally Israel, looking for the roots of graffiti and the artist who created the mysterious ""Style Wars 2"" piece, paying homage to the film who started it all: ""Style Wars"" by Tony Silver.",
38,False,10819,Wesele,3.92,False,This is a story about love and money… but actually about love for money,"Wojnar is a wealthy man who is marrying off his beautiful daughter Kasia, in a small town in present day Poland. Wojnar had to bribe the groom with a fancy car, since Kasia was pregnant by another man. At the end of the ceremony, the car is delivered by a gangster, who immediately demands the promised money and the deed to land from Kasia's grandfather. Unfortunately grandpa is unwilling to let go of the land. Meanwhile each of the workers at the reception demand to be paid, so Wojnar, who is very reluctant to part with his money, tries to haggle and bribe his way out of all the situations.",Comedy Drama
39,False,37793,Ghosts,7.938,False,Are you scared yet?,"In the town of Normal Valley, an eccentric magician named Maestro entertains the local children every day in his spooky mansion. One stormy night, the town's mayor leads a group of angry citizens to the mansion in an attempt to run Maestro out of town.",Music Horror
