,movie,genre,age_limit,language,showtime,date,cinema,place,dt_showtime,cinema_place,latitude,longitude
20,Peter Rabbit 2: The Runaway,"Animation, Children",10/6Y.,E/gf,13:30,2021-10-26,Arena Cinemas,Zürich,2021-10-26 13:30:00,Arena Cinemas Zürich,47.3584599,8.5229214
21,Peter Rabbit 2: The Runaway,"Animation, Children",10/6Y.,G,13:40,2021-10-26,Arena Cinemas,Zürich,2021-10-26 13:40:00,Arena Cinemas Zürich,47.3584599,8.5229214
22,Schachnovelle,Drama,12Y.,G,13:30,2021-10-26,Kosmos,Zürich,2021-10-26 13:30:00,Kosmos Zürich,47.3799807,8.5290807
23,Tom & Jerry,"Adventure, Animation, Children, Comedy",8/6Y.,G,13:30,2021-10-26,Arena Cinemas,Zürich,2021-10-26 13:30:00,Arena Cinemas Zürich,47.3584599,8.5229214
24,Tom & Jerry,"Adventure, Animation, Children, Comedy",8/6Y.,G,13:40,2021-10-26,Arena Cinemas,Zürich,2021-10-26 13:40:00,Arena Cinemas Zürich,47.3584599,8.5229214
25,Bigfoot Superstar,Animation,8Y.,G,13:40,2021-10-26,Arena Cinemas,Zürich,2021-10-26 13:40:00,Arena Cinemas Zürich,47.3584599,8.5229214
26,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,E/gf,13:45,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 13:45:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
27,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,13:50,2021-10-26,Arena Cinemas,Zürich,2021-10-26 13:50:00,Arena Cinemas Zürich,47.3584599,8.5229214
28,Cry Macho,"Drama, Western",12Y.,E/gf,13:45,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 13:45:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
29,The Last Duel,"Drama, History",16Y.,E/gf,13:45,2021-10-26,blue Cinema Corso,Zürich,2021-10-26 13:45:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
30,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,13:45,2021-10-26,Arena Cinemas,Zürich,2021-10-26 13:45:00,Arena Cinemas Zürich,47.3584599,8.5229214
31,Herr Bachmann und seine Klasse,Documentary,8Y.,G,13:50,2021-10-26,Arthouse Movie,Zürich,2021-10-26 13:50:00,Arthouse Movie Zürich,47.3707036,8.5437007
32,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,14:00,2021-10-26,blue Cinema Corso,Zürich,2021-10-26 14:00:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
33,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,14:15,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 14:15:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
34,The Croods 2,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,14:00,2021-10-26,Houdini,Zürich,2021-10-26 14:00:00,Houdini Zürich,47.3746074,8.5203069
35,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,14:00,2021-10-26,blue Cinema Metropol,Zürich,2021-10-26 14:00:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
36,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,14:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 14:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
37,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,G,14:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 14:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
38,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,14:15,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 14:15:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
39,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,14:15,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 14:15:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
40,Die Schule der magischen Tiere,"Adventure, Children",unknown,G,14:20,2021-10-26,Houdini,Zürich,2021-10-26 14:20:00,Houdini Zürich,47.3746074,8.5203069
41,Space Jam: A New Legacy,"Animation, Comedy",10/8Y.,G,14:30,2021-10-26,Arena Cinemas,Zürich,2021-10-26 14:30:00,Arena Cinemas Zürich,47.3584599,8.5229214
42,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,14:30,2021-10-26,blue Cinema Metropol,Zürich,2021-10-26 14:30:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
43,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,14:30,2021-10-26,Arena Cinemas,Zürich,2021-10-26 14:30:00,Arena Cinemas Zürich,47.3584599,8.5229214
44,Yakari - Grosse Stürme mit kleiner Donner,Animation,6/0Y.,G,14:30,2021-10-26,Houdini,Zürich,2021-10-26 14:30:00,Houdini Zürich,47.3746074,8.5203069
45,Zibilla et petits contes sur la difference,Animation,unknown,G,14:40,2021-10-26,Houdini,Zürich,2021-10-26 14:40:00,Houdini Zürich,47.3746074,8.5203069
46,Fly,Drama,12/10Y.,G,14:45,2021-10-26,Arena Cinemas,Zürich,2021-10-26 14:45:00,Arena Cinemas Zürich,47.3584599,8.5229214
47,"Hilfe, ich habe meine Freunde geschrumpft",Children,6/4Y.,G,14:50,2021-10-26,Kosmos,Zürich,2021-10-26 14:50:00,Kosmos Zürich,47.3799807,8.5290807
48,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,15:00,2021-10-26,Apollo,Chur,2021-10-26 15:00:00,Apollo Chur,46.8550628,9.524390200000001
49,Nachbarn,Drama,12Y.,O/gf,15:00,2021-10-26,Arthouse Movie,Zürich,2021-10-26 15:00:00,Arthouse Movie Zürich,47.3707036,8.5437007
50,Cry Macho,"Drama, Western",12Y.,E/gf,15:30,2021-10-26,Kosmos,Zürich,2021-10-26 15:30:00,Kosmos Zürich,47.3799807,8.5290807
51,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,15:30,2021-10-26,Kosmos,Zürich,2021-10-26 15:30:00,Kosmos Zürich,47.3799807,8.5290807
52,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,15:30,2021-10-26,Stüssihof,Zürich,2021-10-26 15:30:00,Stüssihof Zürich,47.3723239,8.5437701
53,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,15:50,2021-10-26,Arena Cinemas,Zürich,2021-10-26 15:50:00,Arena Cinemas Zürich,47.3584599,8.5229214
54,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,15:30,2021-10-26,Arthouse Le Paris,Zürich,2021-10-26 15:30:00,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
55,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,15:40,2021-10-26,Kosmos,Zürich,2021-10-26 15:40:00,Kosmos Zürich,47.3799807,8.5290807
56,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,15:55,2021-10-26,Arena Cinemas,Zürich,2021-10-26 15:55:00,Arena Cinemas Zürich,47.3584599,8.5229214
57,Paw Patrol: The Movie,"Animation, Children",6Y.,G,15:40,2021-10-26,Arena Cinemas,Zürich,2021-10-26 15:40:00,Arena Cinemas Zürich,47.3584599,8.5229214
58,"Chien pourri, la vie à Paris",Animation,6/0Y.,G,15:40,2021-10-26,Houdini,Zürich,2021-10-26 15:40:00,Houdini Zürich,47.3746074,8.5203069
59,The Man Who Sold His Skin,Drama,16Y.,O/gf,15:40,2021-10-26,Arthouse Piccadilly,Zürich,2021-10-26 15:40:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
60,The Croods 2,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,15:45,2021-10-26,Arena Cinemas,Zürich,2021-10-26 15:45:00,Arena Cinemas Zürich,47.3584599,8.5229214
61,"Hilfe, ich habe meine Freunde geschrumpft",Children,6Y.,G,15:45,2021-10-26,Arena Cinemas,Zürich,2021-10-26 15:45:00,Arena Cinemas Zürich,47.3584599,8.5229214
62,Bigfoot Superstar,Animation,8Y.,G,15:55,2021-10-26,Arena Cinemas,Zürich,2021-10-26 15:55:00,Arena Cinemas Zürich,47.3584599,8.5229214
63,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,15:55,2021-10-26,Arena Cinemas,Zürich,2021-10-26 15:55:00,Arena Cinemas Zürich,47.3584599,8.5229214
64,Druk,Drama,14Y.,O/gf,16:00,2021-10-26,Riffraff,Zürich,2021-10-26 16:00:00,Riffraff Zürich,47.3827835,8.5290454
65,"Es ist nur eine Phase, Hase",Comedy,10Y.,G,16:00,2021-10-26,Kosmos,Zürich,2021-10-26 16:00:00,Kosmos Zürich,47.3799807,8.5290807
66,Monte Verità,Drama,14Y.,G,16:00,2021-10-26,Arthouse Uto,Zürich,2021-10-26 16:00:00,Arthouse Uto Zürich,47.3741858,8.5213039
67,No Time to Die,"Action, Adventure, Thriller",14Y.,G,16:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 16:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
68,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:55,2021-10-26,Arena Cinemas,Zürich,2021-10-26 16:55:00,Arena Cinemas Zürich,47.3584599,8.5229214
69,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:15,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 16:15:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
70,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:15,2021-10-26,blue Cinema Corso,Zürich,2021-10-26 16:15:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
71,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,16:30,2021-10-26,Kosmos,Zürich,2021-10-26 16:30:00,Kosmos Zürich,47.3799807,8.5290807
72,Riders of Justice - Helden der Wahrscheinlichkeit,,16Y.,O/gf,16:00,2021-10-26,Riffraff,Zürich,2021-10-26 16:00:00,Riffraff Zürich,47.3827835,8.5290454
73,The Story of My Wife,"Drama, Romance",12Y.,E/g,16:00,2021-10-26,Arthouse Alba,Zürich,2021-10-26 16:00:00,Arthouse Alba Zürich,47.3761085,8.544658199999999
74,The Story of My Wife,"Drama, Romance",12Y.,E/g,16:30,2021-10-26,Houdini,Zürich,2021-10-26 16:30:00,Houdini Zürich,47.3746074,8.5203069
75,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,16:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 16:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
76,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,16:10,2021-10-26,Arena Cinemas,Zürich,2021-10-26 16:10:00,Arena Cinemas Zürich,47.3584599,8.5229214
77,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,16:10,2021-10-26,Arena Cinemas,Zürich,2021-10-26 16:10:00,Arena Cinemas Zürich,47.3584599,8.5229214
78,Supernova,Drama,14Y.,E/gf,16:10,2021-10-26,Arthouse Piccadilly,Zürich,2021-10-26 16:10:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
79,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,16:15,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 16:15:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
80,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,16:30,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 16:30:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
81,Ghosts,Drama,16Y.,O/g,16:20,2021-10-26,Riffraff,Zürich,2021-10-26 16:20:00,Riffraff Zürich,47.3827835,8.5290454
82,Hive,Drama,12Y.,O/ge,16:20,2021-10-26,Riffraff,Zürich,2021-10-26 16:20:00,Riffraff Zürich,47.3827835,8.5290454
83,The Father,Drama,14/12Y.,E/gf,16:20,2021-10-26,Houdini,Zürich,2021-10-26 16:20:00,Houdini Zürich,47.3746074,8.5203069
84,Wild,Documentary,12Y.,O/g,16:40,2021-10-26,Houdini,Zürich,2021-10-26 16:40:00,Houdini Zürich,47.3746074,8.5203069
85,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:00,2021-10-26,blue Cinema Corso,Zürich,2021-10-26 17:00:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
86,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:00,2021-10-26,Kosmos,Zürich,2021-10-26 17:00:00,Kosmos Zürich,47.3799807,8.5290807
87,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,17:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 17:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
88,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:10,2021-10-26,Arena Cinemas,Zürich,2021-10-26 17:10:00,Arena Cinemas Zürich,47.3584599,8.5229214
89,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,17:20,2021-10-26,Houdini,Zürich,2021-10-26 17:20:00,Houdini Zürich,47.3746074,8.5203069
90,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 17:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
91,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-10-26,blue Cinema Metropol,Zürich,2021-10-26 17:00:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
92,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-10-26,Houdini,Zürich,2021-10-26 17:00:00,Houdini Zürich,47.3746074,8.5203069
93,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 17:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
94,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:20,2021-10-26,Arena Cinemas,Zürich,2021-10-26 17:20:00,Arena Cinemas Zürich,47.3584599,8.5229214
95,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,17:30,2021-10-26,Arena Cinemas,Zürich,2021-10-26 17:30:00,Arena Cinemas Zürich,47.3584599,8.5229214
96,No Time to Die,"Action, Adventure, Thriller",14Y.,G,17:30,2021-10-26,Apollo,Chur,2021-10-26 17:30:00,Apollo Chur,46.8550628,9.524390200000001
97,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,17:00,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 17:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
98,Bekenntnisse des Hochstaplers Felix Krull,Drama,12Y.,G,17:30,2021-10-26,Stüssihof,Zürich,2021-10-26 17:30:00,Stüssihof Zürich,47.3723239,8.5437701
99,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,E/gf,17:30,2021-10-26,blue Cinema Corso,Zürich,2021-10-26 17:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
100,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,E/gf,17:30,2021-10-26,Arena Cinemas,Zürich,2021-10-26 17:30:00,Arena Cinemas Zürich,47.3584599,8.5229214
101,Cry Macho,"Drama, Western",12Y.,E/gf,17:45,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 17:45:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
102,Monte Verità,Drama,14Y.,G,17:45,2021-10-26,Arthouse Movie,Zürich,2021-10-26 17:45:00,Arthouse Movie Zürich,47.3707036,8.5437007
103,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,17:45,2021-10-26,blue Cinema Metropol,Zürich,2021-10-26 17:45:00,blue Cinema Metropol Zürich,47.3737637,8.530738099999999
104,Die Schule der magischen Tiere,"Adventure, Children",3Y.,G,17:50,2021-10-26,Arena Cinemas,Zürich,2021-10-26 17:50:00,Arena Cinemas Zürich,47.3584599,8.5229214
105,Bad Luck Banging or Loony Porn,"Comedy, Drama",18Y.,O/gf,18:00,2021-10-26,Arthouse Piccadilly,Zürich,2021-10-26 18:00:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
106,Je suis Karl,Drama,12Y.,G,18:00,2021-10-26,Kosmos,Zürich,2021-10-26 18:00:00,Kosmos Zürich,47.3799807,8.5290807
107,Line of Credit,,unknown,O/g,18:00,2021-10-26,Filmpodium,Zürich,2021-10-26 18:00:00,Filmpodium Zürich,47.3715739,8.536824700000002
108,Miss Peregrine's Home for Peculiar Children,"Adventure, Children, Drama, Fantasy",12Y.,E/g,18:00,2021-10-26,Xenix,Zürich,2021-10-26 18:00:00,Xenix Zürich,47.37528529999999,8.5261529
109,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",12Y.,G,18:00,2021-10-26,Arena Cinemas,Zürich,2021-10-26 18:00:00,Arena Cinemas Zürich,47.3584599,8.5229214
110,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,18:00,2021-10-26,Arthouse Le Paris,Zürich,2021-10-26 18:00:00,Arthouse Le Paris Zürich,47.3664352,8.547469399999999
111,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,G,18:10,2021-10-26,Arena Cinemas,Zürich,2021-10-26 18:10:00,Arena Cinemas Zürich,47.3584599,8.5229214
112,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,18:25,2021-10-26,Arena Cinemas,Zürich,2021-10-26 18:25:00,Arena Cinemas Zürich,47.3584599,8.5229214
113,"The French Dispatch of the Liberty, Kansas Evening Sun","Comedy, Drama, Romance",14/12Y.,E/gf,18:20,2021-10-26,Kosmos,Zürich,2021-10-26 18:20:00,Kosmos Zürich,47.3799807,8.5290807
114,Cry Macho,"Drama, Western",12Y.,E/gf,18:10,2021-10-26,Kosmos,Zürich,2021-10-26 18:10:00,Kosmos Zürich,47.3799807,8.5290807
115,Cry Macho,"Drama, Western",12Y.,G,18:10,2021-10-26,Arena Cinemas,Zürich,2021-10-26 18:10:00,Arena Cinemas Zürich,47.3584599,8.5229214
116,Cry Macho,"Drama, Western",12Y.,G,18:15,2021-10-26,Kinocenter,Chur,2021-10-26 18:15:00,Kinocenter Chur,46.8520733,9.533791599999999
117,Schachnovelle,Drama,12Y.,G,18:10,2021-10-26,Arthouse Movie,Zürich,2021-10-26 18:10:00,Arthouse Movie Zürich,47.3707036,8.5437007
118,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,E/gf,18:10,2021-10-26,Arena Cinemas,Zürich,2021-10-26 18:10:00,Arena Cinemas Zürich,47.3584599,8.5229214
119,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,18:35,2021-10-26,Arena Cinemas,Zürich,2021-10-26 18:35:00,Arena Cinemas Zürich,47.3584599,8.5229214
120,Venom: Let There Be Carnage,"Action, Sci-fi",14Y.,G,18:35,2021-10-26,Arena Cinemas,Zürich,2021-10-26 18:35:00,Arena Cinemas Zürich,47.3584599,8.5229214
121,The Boss Baby: Family Business,"Adventure, Animation, Children, Comedy, Fantasy",6Y.,G,18:15,2021-10-26,Arena Cinemas,Zürich,2021-10-26 18:15:00,Arena Cinemas Zürich,47.3584599,8.5229214
122,Hive,Drama,12Y.,O/ge,18:20,2021-10-26,Riffraff,Zürich,2021-10-26 18:20:00,Riffraff Zürich,47.3827835,8.5290454
123,Titane,"Mystery, Thriller",16Y.,F/g,18:20,2021-10-26,Riffraff,Zürich,2021-10-26 18:20:00,Riffraff Zürich,47.3827835,8.5290454
124,Supernova,Drama,14Y.,E/gf,18:25,2021-10-26,Arthouse Piccadilly,Zürich,2021-10-26 18:25:00,Arthouse Piccadilly Zürich,47.365993,8.5489046
125,Supernova,Drama,14Y.,E/gf,18:30,2021-10-26,Kosmos,Zürich,2021-10-26 18:30:00,Kosmos Zürich,47.3799807,8.5290807
126,Herr Bachmann und seine Klasse,Documentary,8Y.,G,18:30,2021-10-26,Arthouse Uto,Zürich,2021-10-26 18:30:00,Arthouse Uto Zürich,47.3741858,8.5213039
127,Nachbarn,Drama,12Y.,O/gf,18:30,2021-10-26,Kinocenter,Chur,2021-10-26 18:30:00,Kinocenter Chur,46.8520733,9.533791599999999
128,Azor,,16Y.,O/ge,18:40,2021-10-26,Houdini,Zürich,2021-10-26 18:40:00,Houdini Zürich,47.3746074,8.5203069
129,Nomadland,Drama,12/6Y.,E/gf,18:40,2021-10-26,Riffraff,Zürich,2021-10-26 18:40:00,Riffraff Zürich,47.3827835,8.5290454
130,The Man Who Sold His Skin,Drama,16Y.,O/gf,18:40,2021-10-26,Riffraff,Zürich,2021-10-26 18:40:00,Riffraff Zürich,47.3827835,8.5290454
131,Wild,Documentary,12Y.,O/g,18:50,2021-10-26,Houdini,Zürich,2021-10-26 18:50:00,Houdini Zürich,47.3746074,8.5203069
132,No Time to Die,"Action, Adventure, Thriller",14Y.,E/gf,19:00,2021-10-26,Kinocenter,Chur,2021-10-26 19:00:00,Kinocenter Chur,46.8520733,9.533791599999999
133,No Time to Die,"Action, Adventure, Thriller",14Y.,G,19:30,2021-10-26,ABC,Bülach,2021-10-26 19:30:00,ABC Bülach,47.5205284,8.541034999999999
134,Menschen und Geschichte – 200-Jahr-Jubiläum Kanti Trogen!,,unknown,CH/g,19:30,2021-10-26,Rosental,Heiden,2021-10-26 19:30:00,Rosental Heiden,47.4426263,9.533398199999999
135,The Story of My Wife,"Drama, Romance",12Y.,E/g,19:30,2021-10-26,Arthouse Alba,Zürich,2021-10-26 19:30:00,Arthouse Alba Zürich,47.3761085,8.544658199999999
136,Cry Macho,"Drama, Western",12Y.,E/gf,20:00,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 20:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
137,Cry Macho,"Drama, Western",12Y.,E/gf,20:25,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:25:00,Arena Cinemas Zürich,47.3584599,8.5229214
138,Cry Macho,"Drama, Western",12Y.,G,20:30,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
139,Cry Macho,"Drama, Western",12Y.,E/gf,20:50,2021-10-26,Kosmos,Zürich,2021-10-26 20:50:00,Kosmos Zürich,47.3799807,8.5290807
140,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:00,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 20:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
141,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:00,2021-10-26,blue Cinema Capitol,Zürich,2021-10-26 20:00:00,blue Cinema Capitol Zürich,47.3778376,8.5441343
142,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-10-26,blue Cinema Corso,Zürich,2021-10-26 20:30:00,blue Cinema Corso Zürich,47.3663426,8.546733999999999
143,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:30:00,Arena Cinemas Zürich,47.3584599,8.5229214
144,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,G,20:30,2021-10-26,Arena Cinemas,Zürich,2021-10-26 20:30:00,Arena Cinemas Zürich,47.3584599,8.5229214
145,Dune,"Action, Adventure, Drama, Sci-fi",14/12Y.,E/gf,20:30,2021-10-26,blue Cinema Abaton,Zürich,2021-10-26 20:30:00,blue Cinema Abaton Zürich,47.3892435,8.521358900000001
