,adult,id,original_title,popularity,video,tagline,overview,genres_string
44,False,835433,Bekenntnisse des Hochstaplers Felix Krull,1.641,False,,,Drama Comedy
45,False,544825,The Woman Who Loves Giraffes,4.105,False,,"Dr. Anne Innis Dagg re-traces the steps of her groundbreaking 1956 journey to South Africa to study giraffes in the wild. Now, at 85 years old, Anne sees a startling contrast between the world of giraffes she once knew and the one it has become. Weaving through the past and present, her harrowing journey gives us an intimate look into the factors that destroyed her career and the forces that brought her back.",Documentary
46,False,449493,Giacomo l'idealista,0.6,False,,,Comedy Drama
47,False,744275,After We Fell,776.375,False,,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",Romance Drama
48,False,467384,Dene wos guet geit,0.6,False,,"Using her skills of selling Internet and insurance deals, young call center employee Alice calls up elderly strangers and pretends to be their granddaughter in urgent need of money. As this trick quickly makes her rich, the film observes people and places in Zurich, all mysteriously connected to Alice’s business.",Drama
49,False,776565,Knackningar,12.808,False,It won't go quiet.,"A woman leaves a psychiatric ward after a nervous breakdown, only to start hearing mysterious knocking sounds in her apartment.",Thriller Drama
50,False,610253,Halloween Kills,1477.282,False,Evil dies tonight.,"Minutes after Laurie Strode, her daughter Karen and granddaughter Allyson left masked monster Michael Myers caged and burning in Laurie's basement, Laurie is rushed to the hospital with life-threatening injuries, believing she finally killed her lifelong tormentor. But when Michael manages to free himself from Laurie's trap, his ritual bloodbath resumes. As Laurie fights her pain and prepares to defend herself against him, she inspires all of Haddonfield to rise up against their unstoppable monster. The Strode women join a group of other survivors of Michael's first rampage who decide to take matters into their own hands, forming a vigilante mob that sets out to hunt Michael down, once and for all.",Horror Thriller
51,False,473764,Dede,0.909,False,A woman's restless fight for freedom.,"It's 1992. Young Dina lives in a remote mountain village where life is strictly governed by centuries of tradition. Dina's grandfather has promised her to David, who is returning from the war. But with him comes a comrade-in-arms, the handsome Gegi, and Dina falls in love. Is it possible to defy the firmly established order?",Drama
52,False,576845,Last Night in Soho,111.841,False,"When the past lets you in, the truth will come out.","A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",Drama Horror Mystery Thriller
53,False,646207,The Ice Road,126.085,False,This mission is on thin ice.,"After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",Action Adventure Drama Thriller
